id,category,sub_category,issue_type,title,scenario_summary,key_arguments,counter_arguments,required_documents,useful_search_keywords,expected_source_areas,caution_notes,source_area,source_type,trust_level,review_status
"PIP011","계약전 알릴의무","정신과 치료 미고지","치료 이력 / 사망보험","우울증 상담 및 수면제 처방 미고지","우울증 상담 및 수면제 처방 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","우울증;정신과;수면제;사망보험금;인과관계;상담;계약전 알릴의무;정신과 치료 미고지;치료 이력 / 사망보험","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP012","계약전 알릴의무","간질환 검진 미고지","간수치 / 재검 권유","간수치 상승 재검 권유 미고지","간수치 상승 재검 권유 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","간수치;AST;ALT;재검 권유;간질환;건강검진;계약전 알릴의무;간질환 검진 미고지;간수치 / 재검 권유","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP013","계약전 알릴의무","감염질환 미고지","보균자 / 암 관련성","B형간염 보균 사실 미고지","B형간염 보균 사실 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","B형간염;보균자;간암;정기검사;인과관계;암진단비;계약전 알릴의무;감염질환 미고지;보균자 / 암 관련성","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP014","계약전 알릴의무","당뇨 관련 미고지","검진 수치 / 투약 전 단계","당뇨 전단계 검진소견 미고지","당뇨 전단계 검진소견 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","당뇨 전단계;공복혈당장애;검진소견;합병증;투약 없음;중요한 사항;계약전 알릴의무;당뇨 관련 미고지;검진 수치 / 투약 전 단계","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP015","계약전 알릴의무","전립선 질환 미고지","양성질환 / 암 관련성","전립선비대증 투약 미고지","전립선비대증 투약 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","전립선비대증;전립선암;투약;암진단비;인과관계;비뇨기과;계약전 알릴의무;전립선 질환 미고지;양성질환 / 암 관련성","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP016","계약전 알릴의무","산부인과 추적관찰","낭종 / 암 관련성","난소낭종 추적관찰 미고지","난소낭종 추적관찰 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","난소낭종;추적관찰;난소암;산부인과;초음파;암진단비;계약전 알릴의무;산부인과 추적관찰;낭종 / 암 관련성","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP017","계약전 알릴의무","심장검사 미고지","심전도 이상 / 추가검사","심전도 이상 추가검사 권유 미고지","심전도 이상 추가검사 권유 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","심전도 이상;추가검사;심장질환;급성심근경색;검진;진단비;계약전 알릴의무;심장검사 미고지;심전도 이상 / 추가검사","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP018","계약전 알릴의무","호흡기 치료 미고지","장기처방 / 관련질환","알레르기 비염 장기처방 미고지","알레르기 비염 장기처방 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","알레르기 비염;장기처방;천식;호흡기질환;입원비;인과관계;계약전 알릴의무;호흡기 치료 미고지;장기처방 / 관련질환","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP019","계약전 알릴의무","단기 진료 미고지","경미질환 / 중요사항성","감기 2회 진료 미고지","감기 2회 진료 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","감기;인후염;3개월 내 진료;폐렴;경미질환;입원비;계약전 알릴의무;단기 진료 미고지;경미질환 / 중요사항성","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP020","계약전 알릴의무","외상 전 진료 미고지","동일 부위 / 상해수술","무릎 통증 물리치료 미고지 후 십자인대 파열","무릎 통증 물리치료 미고지 후 십자인대 파열 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","무릎통증;물리치료;십자인대파열;상해수술비;동일부위;인과관계;계약전 알릴의무;외상 전 진료 미고지;동일 부위 / 상해수술","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP021","계약전 알릴의무","수면질환 미고지","양압기 / 사망보험","수면무호흡 양압기 사용 미고지","수면무호흡 양압기 사용 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","수면무호흡;양압기;심장질환;사망보험금;인과관계;진단;계약전 알릴의무;수면질환 미고지;양압기 / 사망보험","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP022","계약전 알릴의무","과거 암 치료 미고지","완치 / 질문기간","과거 암 수술 완치 후 미고지","과거 암 수술 완치 후 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","과거 암;수술;완치;질문기간;암보험;계약해지;계약전 알릴의무;과거 암 치료 미고지;완치 / 질문기간","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP023","계약전 알릴의무","내시경 검사 미고지","조직검사 / 양성결과","대장용종 절제 미고지","대장용종 절제 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","대장용종;내시경;조직검사;대장암;양성;추적검사;계약전 알릴의무;내시경 검사 미고지;조직검사 / 양성결과","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP024","계약전 알릴의무","갑상선 투약 미고지","기능항진 / 기능저하","갑상선 기능질환 투약 미고지","갑상선 기능질환 투약 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","갑상선기능항진;갑상선기능저하;투약;갑상선암;인과관계;진단비;계약전 알릴의무;갑상선 투약 미고지;기능항진 / 기능저하","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP025","계약전 알릴의무","피부질환 미고지","반복치료 / 면책 주장","아토피 반복치료 미고지","아토피 반복치료 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","아토피;피부염;반복치료;실손보험;통원;중요한 사항;계약전 알릴의무;피부질환 미고지;반복치료 / 면책 주장","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP026","계약전 알릴의무","담낭질환 미고지","검진소견 / 수술비","담석 검진소견 미고지 후 담낭절제술","담석 검진소견 미고지 후 담낭절제술 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","담석;담낭절제술;건강검진;수술비;복부초음파;인과관계;계약전 알릴의무;담낭질환 미고지;검진소견 / 수술비","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP027","계약전 알릴의무","부정맥 미고지","심장내과 / 검사기록","부정맥 의심 진료 미고지","부정맥 의심 진료 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","부정맥;두근거림;홀터검사;심장내과;추가검사;진단비;계약전 알릴의무;부정맥 미고지;심장내과 / 검사기록","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP028","계약전 알릴의무","신장질환 미고지","단백뇨 / 재검","단백뇨 재검 권유 미고지","단백뇨 재검 권유 미고지 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","단백뇨;신장질환;재검 권유;건강검진;검사결과;중요한 사항;계약전 알릴의무;신장질환 미고지;단백뇨 / 재검","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP029","계약전 알릴의무","보험자 해지권","해지기간 / 안 날","보험사가 미고지를 안 뒤 늦게 해지 통보","보험사가 미고지를 안 뒤 늦게 해지 통보 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","해지권;안 날;제척기간;계약해지;통지일;보험자;계약전 알릴의무;보험자 해지권;해지기간 / 안 날","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP030","계약전 알릴의무","인수심사","보험사 인수지침 / 중요사항","인수지침상 거절 사유와 중요한 사항성","인수지침상 거절 사유와 중요한 사항성 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","청약서 알릴의무 질문사항;진료기록지;처방전;검사결과지;진료비 세부내역서;보험사 해지 통지서;의사 소견서","인수지침;부담보;인수거절;중요한 사항;보험료;심사;계약전 알릴의무;인수심사;보험사 인수지침 / 중요사항","legal_statutes;fss_dispute_cases;medical_knowledge;terms_standards;precedents","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
