id,diagnosis_code,diagnosis_name,code_group,body_system,insurance_issue_category,related_claim_types,common_customer_expression,common_document_expression,common_tests,key_medical_findings,insurance_relevance,causation_points,pre_existing_condition_points,disclosure_duty_points,disability_points,hospitalization_points,surgery_points,required_documents,useful_search_keywords,related_source_areas,caution_notes,source_area,source_type,trust_level,review_status
"MIC079","M75.8","어깨 병변 관련 보험쟁점 79","M75","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","어깨 병변 관련 보험쟁점 79은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M75.8;M75;어깨 병변;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC080","S46.9","어깨/상완 손상 관련 보험쟁점 80","S46","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","어깨/상완 손상 관련 보험쟁점 80은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S46.9;S46;어깨/상완 손상;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC081","S83.0","무릎 인대/반월상연골 손상 관련 보험쟁점 81","S83","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","무릎 인대/반월상연골 손상 관련 보험쟁점 81은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S83.0;S83;무릎 인대/반월상연골 손상;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC082","M17.1","무릎관절증 관련 보험쟁점 82","M17","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","무릎관절증 관련 보험쟁점 82은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M17.1;M17;무릎관절증;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC083","S82.2","하퇴 골절 관련 보험쟁점 83","S82","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","하퇴 골절 관련 보험쟁점 83은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S82.2;S82;하퇴 골절;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC084","S52.3","전완 골절 관련 보험쟁점 84","S52","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","전완 골절 관련 보험쟁점 84은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S52.3;S52;전완 골절;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC085","S42.4","어깨/상완 골절 관련 보험쟁점 85","S42","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","어깨/상완 골절 관련 보험쟁점 85은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S42.4;S42;어깨/상완 골절;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC086","S32.5","요추/골반 골절 관련 보험쟁점 86","S32","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","요추/골반 골절 관련 보험쟁점 86은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","S32.5;S32;요추/골반 골절;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC087","M16.6","고관절증 관련 보험쟁점 87","M16","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","고관절증 관련 보험쟁점 87은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M16.6;M16;고관절증;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC088","M19.7","기타 관절증 관련 보험쟁점 88","M19","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","기타 관절증 관련 보험쟁점 88은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M19.7;M19;기타 관절증;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC089","M50.8","경추간판장애 관련 보험쟁점 89","M50","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","경추간판장애 관련 보험쟁점 89은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M50.8;M50;경추간판장애;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC090","M65.9","윤활막염/힘줄윤활막염 관련 보험쟁점 90","M65","근골격계 / 척추 / 관절","계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해","실손의료비;입원비;통원비;수술비;후유장해","통증;저림;삐끗함;움직임 제한;일상생활 불편","염좌;퇴행성 변화;디스크;관절 손상;골절","X-ray;MRI;CT;신경학적 검사;관절운동범위 측정","급성 외상 소견 여부;퇴행성 변화 정도;신경학적 결손;관절 불안정성;운동범위 제한","윤활막염/힘줄윤활막염 관련 보험쟁점 90은(는) 계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","M65.9;M65;윤활막염/힘줄윤활막염;근골격계 / 척추 / 관절;계약전 알릴의무 / 기왕증 / 상해성 여부 / 실손보험 / 후유장해;통증;저림;염좌;퇴행성 변화","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC091","I63.0","뇌경색 관련 보험쟁점 1","I63","뇌 / 신경계","진단비 / 상해성 여부 / 기왕증 / 후유장해 / 입원 필요성","진단비;입원비;수술비;후유장해;사망보험금","마비;말 어눌함;어지럼;두통;기억력 저하","MRI 병변;신경학적 결손;두개내출혈;발작;인지저하","Brain MRI;Brain CT;혈관조영검사;신경학적 검사;인지기능검사","급성 병변 여부;영상검사상 병변 위치;증상 지속시간;기존 병변 여부;일상생활 제한","뇌경색 관련 보험쟁점 1은(는) 진단비 / 상해성 여부 / 기왕증 / 후유장해 / 입원 필요성와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I63.0;I63;뇌경색;뇌 / 신경계;진단비 / 상해성 여부 / 기왕증 / 후유장해 / 입원 필요성;마비;말 어눌함;MRI 병변;신경학적 결손","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
